Actor/Actress	Movie	Year
LAMAS, LORENZO	GREASE	1978
LAMBERT, CHRISTOPHER (I)	HIGHLANDER	1986
LAMBERT, CHRISTOPHER (I)	HIGHLANDER II: THE QUICKENING	1991
LANASA, KATHERINE	CATCHFIRE	1990
LANDAU, JULIET	NEON CITY	1991
LANDAU, MARTIN	AMERICAN MASTERS	1985
LANDAU, MARTIN	FIREHEAD	1991
LANDAU, MARTIN	THEY CALL ME MISTER TIBBS!	1970
LANDERS, MATT	AMERICAN PLAYHOUSE	1981
LANDERS, MATT	RICOCHET	1991
LANDEY, CLAYTON	BOOK OF LOVE	1990
LANDI, SAL	FOR THE BOYS	1991
LANDIS, JOHN (I)	PSYCHO IV: THE BEGINNING	1990
LANE, CAMPBELL	DEEP DARK SECRETS	1987
LANE, DIANE (I)	DESCENDING ANGEL	1990
LANE, DIANE (I)	THE OUTSIDERS	1983
LANE, NATHAN (I)	FRANKIE AND JOHNNY	1991
LANE, NATHAN (I)	AMERICAN MASTERS	1985
LANG, LEX	'A' GAI WAK 2	1987
LANG, LEX	AKIRA	1988
LANG, LEX	KIDÙ SENSHI GUNDAM F91	1991
LANG, LEX	RICH GIRL	1991
LANG, STEPHEN (I)	THE HARD WAY	1991
LANG, STEPHEN (I)	ANOTHER YOU	1991
LANG, STEPHEN (I)	AMERICAN PLAYHOUSE	1981
LANG, STEPHEN (I)	AMERICAN MASTERS	1985
LANGE, JESSICA (I)	CAPE FEAR	1991
LANGEDIJK, JACK	EVIL JUDGMENT	1984
LANGELLA, FRANK	AMERICAN MASTERS	1985
LANGELLA, FRANK	TRUE IDENTITY	1991
LANSBURY, ANGELA	BLUE HAWAII	1961
LANSBURY, ANGELA	AMERICAN MASTERS	1985
LAPAGLIA, ANTHONY	29TH STREET	1991
LAPAGLIA, ANTHONY	ONE GOOD COP	1991
LARA, JOE (I)	GUNSMOKE: THE LAST APACHE	1990
LARRIVA, TITO	DRUG WARS: THE CAMARENA STORY	1990
LARROQUETTE, JOHN	JFK	1991
LARROQUETTE, JOHN	STRIPES	1981
LASARDO, ROBERT	OUT FOR JUSTICE	1991
LASKIN, MICHAEL	OTHER PEOPLE'S MONEY	1991
LASSER, LOUISE	FRANKENHOOKER	1990
LASSER, LOUISE	BANANAS	1971
LASSER, LOUISE	AMERICAN MASTERS	1985
LASSICK, SYDNEY	SHAKES THE CLOWN	1991
LASSICK, SYDNEY	TALE OF TWO SISTERS	1989
LASSICK, SYDNEY	THE ART OF DYING	1991
LASSICK, SYDNEY	SMOOTHTALKER	1990
LATIFAH, QUEEN	JUNGLE FEVER	1991
LATIFAH, QUEEN	HOUSE PARTY 2	1991
LATTER, GREG	THE RUTANGA TAPES	1990
LAU, ANDY (I)	HUO SHAO DAO	1990
LAU, ANDY (I)	GWANG TIN LUNG FU WUI	1989
LAU, CICI	TALKIN' DIRTY AFTER DARK	1991
LAU, DAMIAN	XIAN SI JUE	1983
LAU, JIM (I)	ZHONG HUA YING XIONG	1986
LAU, JIM (I)	LONG XIAO YE	1982
LAU, SIU-MING	WONG GA JIN SI	1986
LAU, SIU-MING	'A' GAI WAK 2	1987
LAU, SIU-MING	GING CHAAT GOO SI 2	1988
LAU, SIU-MING	JI JI	1989
LAUER, ANDREW	FOR THE BOYS	1991
LAUER, ANDREW	THE DOORS	1991
LAUGHLIN, JOHN (I)	MOTORAMA	1991
LAUREN, HONEY	TOTALLY EXPOSED	1991
LAUREN, HONEY	PLEASURE IN PARADISE	1991
LAURIA, DAN	DEAD AND ALIVE: THE RACE FOR GUS FARACE	1991
LAURIE, PIPER	OTHER PEOPLE'S MONEY	1991
LAUTER, ED	THE WALTONS	1971
LAVORGNA, ADAM	29TH STREET	1991
LAW, JOHN PHILLIP	VON RICHTHOFEN AND BROWN	1971
LAW, JOHN PHILLIP	SKIDOO	1968
LAW, JOHN PHILLIP	THE HAWAIIANS	1970
LAW, JOHN PHILLIP	DA UOMO A UOMO	1967
LAWFORD, CHRISTOPHER	THE DOORS	1991
LAWFORD, CHRISTOPHER	THE RUSSIA HOUSE	1990
LAWRENCE, MARK CHRISTOPHER	CHILD'S PLAY 3	1991
LAWRENCE, MARK CHRISTOPHER	TERMINATOR 2: JUDGMENT DAY	1991
LAWRENCE, MARTIN (I)	TALKIN' DIRTY AFTER DARK	1991
LAWRENCE, MARTIN (I)	HOUSE PARTY 2	1991
LAWSON, ERIC (I)	THE WALTONS	1971
LAZAR, PAUL (I)	WOMEN & MEN 2: IN LOVE THERE ARE NO RULES	1991
LAZAR, PAUL (I)	29TH STREET	1991
LE GROS, JAMES	BLOOD AND CONCRETE	1991
LE GROS, JAMES	THE RAPTURE	1991
LE GROS, JAMES	POINT BREAK	1991
LE GROS, JAMES	WHERE THE DAY TAKES YOU	1991
LE MAT, PAUL	PUPPETMASTER	1989
LEA, DAVID (I)	DOUBLE IMPACT	1991
LEA, DAVID (I)	RING OF FIRE	1991
LEA, NICHOLAS	XTRO II: THE SECOND ENCOUNTER	1990
LEA, RON	THE PHONE CALL	1989
LEA, RON	CLEARCUT	1991
LEACHMAN, CLORIS	THE LAST PICTURE SHOW	1971
LEACHMAN, CLORIS	WUSA	1970
LEACHMAN, CLORIS	AMERICAN MASTERS	1985
LEACHMAN, CLORIS	AMERICAN PLAYHOUSE	1981
LEAKE, DAMIEN	AMERICAN PLAYHOUSE	1981
LEAKE, DAMIEN	APOCALYPSE NOW	1979
LEAKE, DAMIEN	HIGHLANDER	1986
LEAL, JACK	A CLIMATE FOR KILLING	1991
LEARY, TIMOTHY	TED & VENUS	1991
LEARY, TIMOTHY	AMERICAN MASTERS	1985
LEBELL, GENE	BLUE HAWAII	1961
LEE, CHRISTOPHER (I)	ONE MORE TIME	1970
LEE, CHRISTOPHER (I)	AMERICAN MASTERS	1985
LEE, CHRISTOPHER (I)	DIAGNOSIS: MURDER	1975
LEE, CHRISTOPHER (I)	AROUND THE WORLD IN 80 DAYS	1989
LEE, CHRISTOPHER (I)	THE CITY OF THE DEAD	1960
LEE, CHRISTOPHER (I)	TASTE THE BLOOD OF DRACULA	1970
LEE, CHRISTOPHER (I)	CURSE OF THE CRIMSON ALTAR	1968
LEE, CHRISTOPHER (I)	THE RAINBOW THIEF	1990
LEE, CHRISTOPHER (I)	SCOTT OF THE ANTARCTIC	1948
LEE, CHRISTOPHER (I)	HONEYMOON ACADEMY	1989
LEE, CHRISTOPHER (I)	SCREAM AND SCREAM AGAIN	1970
LEE, CHRISTOPHER (I)	THE OBLONG BOX	1969
LEE, CHRISTOPHER (I)	THE HOUSE THAT DRIPPED BLOOD	1971
LEE, ERIC (II)	RING OF FIRE	1991
LEE, HOI SANG	LONG DE XIN	1985
LEE, HOI SANG	'A' GAI WAK	1983
LEE, HOI SANG	BAI GA JAI	1981
LEE, HOI SANG	LIN SHI RONG	1979
LEE, HOI SANG	ZAN XIAN SHENG YU ZHAO QIAN HUA	1978
LEE, HOI SANG	JI JI	1989
LEE, HOI SANG	'A' GAI WAK 2	1987
LEE, HOI SANG	SI WANG TA	1981
LEE, HOI SANG	SHI DI CHU MA	1980
LEE, HOI SANG	ZA JIA XIAO ZI	1979
LEE, JASON SCOTT	AMERICAN MASTERS	1985
LEE, JOIE	A KISS BEFORE DYING	1991
LEE, KAIULANI	THE WALTONS	1971
LEE, KAIULANI	AMERICAN PLAYHOUSE	1981
LEE, KIN-SANG	'A' GAI WAK 2	1987
LEE, KIN-SANG	GING CHAAT GOO SI 2	1988
LEE, KIN-SANG	GING CHAT GOO SI	1985
LEE, KIN-SANG	DUNG FONG TUK YING	1987
LEE, KIN-SANG	'A' GAI WAK	1983
LEE, KIN-SANG	XIAN SI JUE	1983
LEE, KIN-SANG	JI JI	1989
LEE, LEO (I)	DOUBLE IMPACT	1991
LEE, LEO (I)	THE PERFECT WEAPON	1991
LEE, SPIKE	JUNGLE FEVER	1991
LEE, STEPHEN (I)	THE PIT AND THE PENDULUM	1991
LEE, WENDEE	AKIRA	1988
LEE, WENDEE	KIDÙ SENSHI GUNDAM F91	1991
LEFEVRE, ADAM	THE BONFIRE OF THE VANITIES	1990
LEGAULT, LANCE	STRIPES	1981
LEGAULT, LANCE	ROUSTABOUT	1964
LEGAULT, LANCE	GIRLS! GIRLS! GIRLS!	1962
LEGUIZAMO, JOHN	OUT FOR JUSTICE	1991
LEGUIZAMO, JOHN	AMERICAN MASTERS	1985
LEGUIZAMO, JOHN	POISON	1991
LEGUIZAMO, JOHN	HANGIN' WITH THE HOMEBOYS	1991
LEHNE, FREDRIC	THIS GUN FOR HIRE	1991
LEHNE, FREDRIC	FAVORITE SON	1988
LEIBMAN, RON	AMERICAN PLAYHOUSE	1981
LEIGH, JENNIFER JASON	THE WALTONS	1971
LEIGH, JENNIFER JASON	BACKDRAFT	1991
LEIGH, JENNIFER JASON	RUSH	1991
LEIGH, JENNIFER JASON	CROOKED HEARTS	1991
LEITCH JR., DONOVAN	THE EDUCATION OF ALLISON TATE	1986
LEMMON, JACK	AMERICAN MASTERS	1985
LEMMON, JACK	JFK	1991
LEMMONS, KASI	THE FIVE HEARTBEATS	1991
LEMMY	HARDWARE	1990
LENNIX, HARRY	THE FIVE HEARTBEATS	1991
LENNON, JARRETT	HIGHWAY TO HELL	1991
LENNON, JOHN (I)	AMERICAN MASTERS	1985
LENNON, JOHN (I)	A.K.A. CASSIUS CLAY	1970
LENO, JAY	AMERICAN MASTERS	1985
LENOIR, PIERRE (II)	THE PHONE CALL	1989
LEON (I)	THE FIVE HEARTBEATS	1991
LEONARD, ROBERT SEAN	MARRIED TO IT	1991
LEONARDI, MARCO	NUOVO CINEMA PARADISO	1988
LEONG, AL	THE PERFECT WEAPON	1991
LEONI, TÈA	SWITCH	1991
LERNER, FRED	SWITCH	1991
LERNER, FRED	THIS GUN FOR HIRE	1991
LERNER, FRED	THE LAST BOY SCOUT	1991
LERNER, KEN (I)	DIARY OF A HITMAN	1991
LERNER, MICHAEL (I)	BARTON FINK	1991
LERNER, NEAL	FIRE IN THE DARK	1991
LEROY, GLORIA	THE NIGHT THEY RAIDED MINSKY'S	1968
LEROY, GLORIA	COLD TURKEY	1971
LEROY, GLORIA	THE GANG THAT COULDN'T SHOOT STRAIGHT	1971
LEROY, ZOAUNNE	EDGE OF HONOR	1991
LETTERMAN, DAVID	AMERICAN MASTERS	1985
LETTS, DENNIS	RUSH	1991
LEUNG, TONY KA FAI	HUO SHAO DAO	1990
LEVINE, ANNA (I)	A WOMAN NAMED JACKIE	1991
LEVY, PHILIP (I)	AMERICAN PLAYHOUSE	1981
LEW, JAMES	NIGHT OF THE WARRIOR	1991
LEW, JAMES	DO OR DIE	1991
LEW, JAMES	THE PERFECT WEAPON	1991
LEWIS, GEOFFREY (I)	DOUBLE IMPACT	1991
LEWIS, GEOFFREY (I)	THE WALTONS	1971
LEWIS, GEOFFREY (I)	GUNSMOKE: THE LAST APACHE	1990
LEWIS, GEOFFREY (I)	AMERICAN MASTERS	1985
LEWIS, GREG (I)	FRANKIE AND JOHNNY	1991
LEWIS, JULIETTE (I)	CAPE FEAR	1991
LEWIS, JULIETTE (I)	CROOKED HEARTS	1991
LEWIS, RICHARD (II)	AMERICAN MASTERS	1985
LI, JET	ZHONG HUA YING XIONG	1986
LI, JET	LUNG HANG TIN HAA	1989
LI, JET	WONG FEI HUNG	1991
LI, JET	AMERICAN MASTERS	1985
LIBERTINI, RICHARD	THE NIGHT THEY RAIDED MINSKY'S	1968
LIBERTINI, RICHARD	AMERICAN PLAYHOUSE	1981
LIBERTINI, RICHARD	THE BONFIRE OF THE VANITIES	1990
LIEBER, MIMI	GREASE	1978
LIFFORD, TINA	NEW JACK CITY	1991
LIFFORD, TINA	WEDLOCK	1991
LIFFORD, TINA	PARIS TROUT	1991
LIFFORD, TINA	GRAND CANYON	1991
LINDEN, ANDY	SCREENPLAY	1986
LINDEN, HAL	GOJIRA, EBIR‚, MOSURA: NANKAI NO DAIKETTO	1966
LINDO, DELROY	THE HARD WAY	1991
LINEBACK, RICHARD	THE WALTONS	1971
LINEBACK, RICHARD	BLIND VENGEANCE	1990
LINNEY, LAURA	AMERICAN MASTERS	1985
LIOTTA, RAY	WOMEN & MEN 2: IN LOVE THERE ARE NO RULES	1991
LIPINSKI, EUGENE	SCREENPLAY	1986
LIPTON, PEGGY	FATAL CHARM	1990
LIPTON, PEGGY	TRUE IDENTITY	1991
LIPTON, PEGGY	AMERICAN MASTERS	1985
LISI, JOE (I)	DEAD AND ALIVE: THE RACE FOR GUS FARACE	1991
LISTER, TOMMY 'TINY'	TALKIN' DIRTY AFTER DARK	1991
LITHGOW, JOHN (I)	RICOCHET	1991
LITHGOW, JOHN (I)	AT PLAY IN THE FIELDS OF THE LORD	1991
LITHGOW, JOHN (I)	AMERICAN MASTERS	1985
LITTLE RICHARD	AMERICAN MASTERS	1985
LIU, CHIA YUNG (I)	LONG DE XIN	1985
LIU, CHIA YUNG (I)	ZAN XIAN SHENG YU ZHAO QIAN HUA	1978
LIU, CHIA YUNG (I)	FUK SING GO JIU	1985
LIU, CHIA YUNG (I)	FOO GWAI LIT CHE	1986
LIU, CHIA YUNG (I)	ZA JIA XIAO ZI	1979
LIU, LUCY (I)	AMERICAN MASTERS	1985
LIVELY, ERNIE (I)	THE WALTONS	1971
LIVELY, ERNIE (I)	SHOWDOWN IN LITTLE TOKYO	1991
LL COOL J	THE HARD WAY	1991
LLERAS, ANIBAL O.	THE HARD WAY	1991
LLERAS, ANIBAL O.	HANGIN' WITH THE HOMEBOYS	1991
LLERAS, ANIBAL O.	FRANKENHOOKER	1990
LLERAS, ANIBAL O.	THE SUPER	1991
LLOYD PACK, ROGER	THE OBJECT OF BEAUTY	1991
LLOYD PACK, ROGER	FIGURES IN A LANDSCAPE	1970
LLOYD PACK, ROGER	AMERICAN FRIENDS	1991
LLOYD, CHRISTOPHER (I)	AMERICAN PLAYHOUSE	1981
LO BIANCO, TONY	CITY OF HOPE	1991
LO BIANCO, TONY	AMERICAN MASTERS	1985
LO, KEN	FEI YING GAI WAK	1991
LO, KEN	HUO SHAO DAO	1990
LO, KEN	LONG ZAI JIANG HU	1986
LO, KEN	JI JI	1989
LO, KEN	'A' GAI WAK 2	1987
LO, KEN	GING CHAAT GOO SI 2	1988
LOCKHART, ANNE (I)	THE LAST BOY SCOUT	1991
LOCKHART, ANNE (I)	E.T. THE EXTRA-TERRESTRIAL	1982
LOCKLEAR, HEATHER	THE BIG SLICE	1991
LOGAN, KRISTOPHER	PUPPET MASTER III: TOULON'S REVENGE	1991
LOGGIA, ROBERT	FAVORITE SON	1988
LOGGIA, ROBERT	THE MARRYING MAN	1991
LOHMAN, ALISON	KAZE NO TANI NO NAUSHIKA	1984
LONG, JOSEPH (I)	AROUND THE WORLD IN 80 DAYS	1989
LONG, MARK (I)	TRULY MADLY DEEPLY	1990
LONG, NIA	BOYZ N THE HOOD	1991
LONGO, TONY	THE LAST BOY SCOUT	1991
LONGO, TONY	THE ART OF DYING	1991
LONGO, TONY	THE MARRYING MAN	1991
LONGWORTH, DAVID	THE REFLECTING SKIN	1990
LONGWORTH, DAVID	CROOKED HEARTS	1991
LONGWORTH, DAVID	SHOWDOWN AT WILLIAMS CREEK	1991
LOPEZ, FREDRICK	AMERICAN PLAYHOUSE	1981
LOPEZ, KAMALA	DOLLMAN	1991
LOPEZ, SAL (I)	COLD HEAVEN	1991
LORDS, TRACI	RAW NERVE	1991
LORDS, TRACI	A TIME TO DIE	1991
LOTT, JULIE	29TH STREET	1991
LOTTIMER, EB	FIELD OF FIRE	1991
LOUGHLIN, TERRY	BILLY BATHGATE	1991
LOUISO, TODD	BILLY BATHGATE	1991
LOWE, CHAD (I)	HIGHWAY TO HELL	1991
LOWE, ROB (I)	THE OUTSIDERS	1983
LOWE, ROB (I)	THE DARK BACKWARD	1991
LOWERY, ANDREW	FATAL CHARM	1990
LU, LISA (I)	AMERICAN MASTERS	1985
LUCAS, BILLY D.	CAPE FEAR	1991
LUCAS, BILLY D.	HARLEY DAVIDSON AND THE MARLBORO MAN	1991
LUCAS, GEORGE (I)	AMERICAN MASTERS	1985
LUCAS, GEORGE (I)	HEARTS OF DARKNESS: A FILMMAKER'S APOCALYPSE	1991
LUCAS, MARSHALL DANCING ELK	JUNGLE FEVER	1991
LUCKING, WILLIAM	THE WALTONS	1971
LUCKING, WILLIAM	STRIPES	1981
LUCKING, WILLIAM	HELL'S BELLES	1969
LUMLEY, JOANNA	THE BALLAD OF TAM LIN	1970
LUMLEY, JOANNA	THE ABOMINABLE DR. PHIBES	1971
LUMLEY, JOANNA	THE HOUSE THAT DRIPPED BLOOD	1971
LUND, JORDAN	AMERICAN PLAYHOUSE	1981
LUND, JORDAN	HARLEY DAVIDSON AND THE MARLBORO MAN	1991
LUNDGREN, DOLPH	COVER-UP	1991
LUNDGREN, DOLPH	SHOWDOWN IN LITTLE TOKYO	1991
LUPONE, ROBERT	THE DOORS	1991
LURIE, EVAN	DOUBLE IMPACT	1991
LUSSIER, SHEILA	BUGSY	1991
LYLES, LESLIE	A KISS BEFORE DYING	1991
LYMAN, WILL	HOSTILE TAKEOVER	1988
LYMAN, WILL	AMERICAN PLAYHOUSE	1981
LYNCH, COLIN PATRICK	TERMINATOR 2: JUDGMENT DAY	1991
LYNCH, JOHN (I)	HARDWARE	1990
LYNCH, JOHN (I)	EDWARD II	1991
LYNCH, RICHARD (I)	PUPPET MASTER III: TOULON'S REVENGE	1991
LYNCH, RICHARD (I)	TRANCERS II	1991
LYNDECK, EDMUND	AMERICAN PLAYHOUSE	1981
LYNN, GINGER	CLEO/LEO	1989
LYNN, GINGER	WHORE	1991
LYSTER, PATRICK	AMERICAN KICKBOXER	1991
LÛPEZ, CARMEN (I)	AMERICAN RISCIÚ	1990
LÛPEZ, IRENE OLGA	INTIMATE STRANGER	1991
MACAULAY, MARC	SOMEBODY HAS TO SHOOT THE PICTURE	1990
MACAULAY, MARC	NO RETREAT, NO SURRENDER 3: BLOOD BROTHERS	1990
MACCABE, CHRISTOPHER B.	CRUISING BAR	1989
MACCABE, CHRISTOPHER B.	SCANNERS III: THE TAKEOVER	1991
MACDOWELL, ANDIE	THE OBJECT OF BEAUTY	1991
MACDOWELL, ANDIE	HUDSON HAWK	1991
MACDOWELL, ANDIE	WOMEN & MEN 2: IN LOVE THERE ARE NO RULES	1991
MACHT, STEPHEN	KILLJOY	1981
MACINNES, ANGUS	STAR WARS	1977
MACK, ALLISON	SWITCHED AT BIRTH	1991
MACK, GENE	BODY PARTS	1991
MACKAY, DON (I)	SHOWDOWN AT WILLIAMS CREEK	1991
MACKAY, MICHAEL REID	HIGHWAY TO HELL	1991
MACKECHNIE, KEITH	THE KILLING MIND	1991
MACKINTOSH, STEVEN	LONDON KILLS ME	1991
MACKINTOSH, STEVEN	SCREENPLAY	1986
MACLACHLAN, JANET	AMERICAN PLAYHOUSE	1981
MACLACHLAN, JANET	HALLS OF ANGER	1970
MACLACHLAN, KYLE	THE DOORS	1991
MACLACHLAN, KYLE	WHERE THE DAY TAKES YOU	1991
MACLAINE, SHIRLEY	AMERICAN MASTERS	1985
MACNEILL, PETER (I)	BODY PARTS	1991
MACNEILLE, TRESS	KAZE NO TANI NO NAUSHIKA	1984
MACPHERSON, WALT	A WOMAN NAMED JACKIE	1991
MACVITTIE, BRUCE	THE DOORS	1991
MACY, WILLIAM H.	HOMICIDE	1991
MADIGAN, AMY (I)	AMERICAN PLAYHOUSE	1981
MADISON-CIU, CHELSEA	PYRATES	1991
MADISON-CIU, CHELSEA	UNCAGED	1991
MADONNA	MADONNA: TRUTH OR DARE	1991
MADSEN, MICHAEL (I)	THE DOORS	1991
MADSEN, MICHAEL (I)	THELMA & LOUISE	1991
MADSEN, VIRGINIA	AMERICAN PLAYHOUSE	1981
MADSEN, VIRGINIA	HIGHLANDER II: THE QUICKENING	1991
MADSEN, VIRGINIA	BECOMING COLETTE	1991
MAGUIRE, OLIVER	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
MAHAFFEY, VALERIE	AMERICAN PLAYHOUSE	1981
MAHMUD-BEY, SHIEK	THE BONFIRE OF THE VANITIES	1990
MAHON, JOHN (I)	THE EXORCIST	1973
MAHON, JOHN (I)	THE PEOPLE UNDER THE STAIRS	1991
MAHONEY, JOHN (I)	THE RUSSIA HOUSE	1990
MAHONEY, JOHN (I)	AMERICAN PLAYHOUSE	1981
MAHONEY, JOHN (I)	BARTON FINK	1991
MAHONEY, JOHN (I)	FAVORITE SON	1988
MAHONEY, JOHN (I)	SCREENPLAY	1986
MAILER, STEPHEN	AMERICAN PLAYHOUSE	1981
MAKKENA, WENDY	DEAD AND ALIVE: THE RACE FOR GUS FARACE	1991
MAKO (I)	THE HAWAIIANS	1970
MAKO (I)	THE PERFECT WEAPON	1991
MAKO (I)	THE SAND PEBBLES	1966
MAKO (I)	THE WASH	1988
MALAHIDE, PATRICK	SCREENPLAY	1986
MALICK, WENDIE	BUGSY	1991
MALKOVICH, JOHN	AMERICAN PLAYHOUSE	1981
MALKOVICH, JOHN	THE OBJECT OF BEAUTY	1991
MALKOVICH, JOHN	AMERICAN MASTERS	1985
MALLOW, DAVE	KIDÙ SENSHI GUNDAM F91	1991
MALLOY, MATT (I)	TRUST	1990
MALONE, PATRICK (I)	GRAND CANYON	1991
MALONE, PATRICK (I)	THE BONFIRE OF THE VANITIES	1990
MALONEY, MICHAEL (I)	SCREENPLAY	1986
MALONEY, MICHAEL (I)	HENRY V	1989
MALONEY, MICHAEL (I)	TRULY MADLY DEEPLY	1990
MALONEY, PETER (I)	JFK	1991
MANCINI, RAY 'BOOM BOOM'	TIMEBOMB	1991
MANCUSO, NICK (I)	VENDETTA: SECRETS OF A MAFIA BRIDE	1991
MANDELA, NELSON	AMERICAN MASTERS	1985
MANDVI, AASIF	NO RETREAT, NO SURRENDER 3: BLOOD BROTHERS	1990
MANDYLOR, COSTAS	THE DOORS	1991
MANDYLOR, COSTAS	MOBSTERS	1991
MANGANO, ANTHONY	POINT BREAK	1991
MANHEIM, CAMRYN	THE BONFIRE OF THE VANITIES	1990
MANIACI, JIM	TED & VENUS	1991
MANIACI, JIM	TIMEBOMB	1991
MANKUMA, BLU	THE RUSSIA HOUSE	1990
MANKUMA, BLU	K2	1991
MANN, BYRON (I)	LAST FLIGHT OUT	1990
MANN, JOHN (II)	SKY TRACKERS	1990
MANNI, VIC	THE LAST BOY SCOUT	1991
MANNI, VIC	29TH STREET	1991
MANSON, TED	PARIS TROUT	1991
MANTEGNA, JOE	BUGSY	1991
MANTEGNA, JOE	THE GODFATHER: PART III	1990
MANTEGNA, JOE	HOMICIDE	1991
MANTELL, MICHAEL	THE BROTHER FROM ANOTHER PLANET	1984
MANTELL, MICHAEL	CITY OF HOPE	1991
MANVILLE, LESLEY	SCREENPLAY	1986
MARA, MARY	THE HARD WAY	1991
MARA, MARY	TRUE COLORS	1991
MARCUS, STEPHEN	HEAR MY SONG	1991
MARGOLIS, MARK (I)	DESCENDING ANGEL	1990
MARGOLIS, MARK (I)	THE PIT AND THE PENDULUM	1991
MARGOLYES, MIRIAM	DEAD AGAIN	1991
MARGOLYES, MIRIAM	LITTLE SHOP OF HORRORS	1986
MARGOTTA, DANIEL	THE SUPER	1991
MARGULIES, DAVID (I)	AMERICAN PLAYHOUSE	1981
MARGULIES, DAVID (I)	AMERICAN MASTERS	1985
MARGULIES, JULIANNA	OUT FOR JUSTICE	1991
MARGULIES, JULIANNA	AMERICAN MASTERS	1985
MARIN, CHEECH	AMERICAN MASTERS	1985
MARQUEZ, WILLIAM	FOR THE BOYS	1991
MARQUEZ, WILLIAM	HOWLING VI: THE FREAKS	1991
MARS (I)	ENTER THE DRAGON	1973
MARS (I)	'A' GAI WAK	1983
MARS (I)	SHENG ZHAN FENG YUN	1990
MARS (I)	QI MOU MIAO JI: WU FU XING	1983
MARS (I)	FEI YING GAI WAK	1991
MARS (I)	GING CHAT GOO SI	1985
MARS (I)	SAN DE HUO SHANG YU CHONG MI LIU	1977
MARS (I)	JI JI	1989
MARS (I)	'A' GAI WAK 2	1987
MARS (I)	SI WANG TA	1981
MARS (I)	SHI DI CHU MA	1980
MARS (I)	GING CHAAT GOO SI 2	1988
MARS (I)	ZA JIA XIAO ZI	1979
MARS (I)	LONG XIAO YE	1982
MARSH, MATTHEW (I)	DIAMOND SKULLS	1989
MARSH, MATTHEW (I)	SCREENPLAY	1986
MARSH, WALTER	DEEP DARK SECRETS	1987
MARSHALL, BARBARA (I)	FRANKIE AND JOHNNY	1991
MARSHALL, E.G.	THE PURSUIT OF HAPPINESS	1971
MARSHALL, GARRY	PRETTY WOMAN	1990
MARSHALL, KATHLEEN (I)	PRETTY WOMAN	1990
MARSHALL, MONA (I)	AKIRA	1988
MARSHALL, MONA (I)	KIDÙ SENSHI GUNDAM F91	1991
MARSHALL, PENNY (I)	THE HARD WAY	1991
MARTIN, ANDREA (I)	TED & VENUS	1991
MARTIN, DAN (II)	AKIRA	1988
MARTIN, GEORGE (II)	DYING YOUNG	1991
MARTIN, HELEN (II)	AMERICAN PLAYHOUSE	1981
MARTIN, HELEN (II)	A RAGE IN HARLEM	1991
MARTIN, HELEN (II)	HOUSE PARTY 2	1991
MARTIN, RALPH P.	AMERICAN PLAYHOUSE	1981
MARTIN, STEVE (I)	AMERICAN MASTERS	1985
MARTIN, STEVE (I)	LITTLE SHOP OF HORRORS	1986
MARTIN, STEVE (I)	GRAND CANYON	1991
MARTIN, TROY (I)	THE DOORS	1991
MARTIN, TROY (I)	BY THE SWORD	1991
MARTINEZ, A	AMERICAN PLAYHOUSE	1981
MARTINEZ, ALMA (I)	AMERICAN PLAYHOUSE	1981
MARTINEZ, ALMA (I)	DOLLY DEAREST	1991
MARTINI, MAX	VENDETTA: SECRETS OF A MAFIA BRIDE	1991
MARVEL, ELIZABETH	AMERICAN MASTERS	1985
MASON, TOM (I)	APOCALYPSE NOW	1979
MASSEY, ANNA (I)	AROUND THE WORLD IN 80 DAYS	1989
MASSEY, ATHENA	OUT FOR JUSTICE	1991
MASTERSON, MARY STUART	MARRIED TO IT	1991
MASTRANTONIO, MARY ELIZABETH	CLASS ACTION	1991
MASTRANTONIO, MARY ELIZABETH	THE ABYSS	1989
MASUR, RICHARD	THE WALTONS	1971
MATHESON, TIM (I)	SOMETIMES THEY COME BACK	1991
MATHEWS, THOM	BLOODMATCH	1991
MATHIS III, JAMES C.	WHO SHOT PATAKANGO?	1989
MATHIS, SAMANTHA	83 HOURS 'TIL DAWN	1990
MATTHAU, WALTER	KING CREOLE	1958
MATTHAU, WALTER	AMERICAN MASTERS	1985
MATTHAU, WALTER	JFK	1991
MATTHAU, WALTER	PLAZA SUITE	1971
MATTHEWS, DAKIN	AMERICAN PLAYHOUSE	1981
MATTHEWS, DAKIN	CHILD'S PLAY 3	1991
MATTHEWS, DAKIN	EVE OF DESTRUCTION	1991
MATTHEWS, EDDIE (IV)	EVE OF DESTRUCTION	1991
MAVIMBELA, ISAAC	THE RUTANGA TAPES	1990
MAVIMBELA, ISAAC	AMERICAN KICKBOXER	1991
MAXWELL, NORMAN MAX	THE PRINCE OF TIDES	1991
MAXWELL, NORMAN MAX	BILLY BATHGATE	1991
MAZAR, DEBI	THE DOORS	1991
MAZAR, DEBI	JUNGLE FEVER	1991
MCARTHUR, ALEX (I)	RAMPAGE	1987
MCBEE, DERON	TIME BARBARIANS	1990
MCBURNEY, SIMON	SCREENPLAY	1986
MCCABE, RUTH (I)	THE MIRACLE	1991
MCCALLUM, DAVID (I)	HEAR MY SONG	1991
MCCANN, SEAN (I)	FLYING	1986
MCCANN, SEAN (I)	NAKED LUNCH	1991
MCCARTHY, ANDREW (I)	YEAR OF THE GUN	1991
